TITLE,Topic
"""Russia-Ukraine conflict: Sitharaman says India's development challenged as world peace threatened""",War
"""Russia Says Chernobyl Is Fine After Radiation Spiked During A Fierce Battle In Ukraine""",War
"""India hesitant to support U.S.-backed UNSC resolution on Ukraine""",War
"""Ukraine President To EU Leaders: 'This Might Be The Last Time You See Me Alive'""",War
"""Ukraine President To EU Leaders: ‘This Might Be The Last Time You See Me Alive’""",War
"""Ukraine's Zelensky asks citizens to resist and Europe to do more""",War
"""Ukraine’s Defense—and Hacktivists—Have Raised Over $4M in Crypto""",War
"""About 1,200 students from Maharashtra are stranded in Ukraine, state govt says efforts are on to bring them back""",War
"""Ukraine says two commercial ships hit by Russian missiles near Odessa port""",War
"""Thousands cross borders out of Ukraine, men told to stay and fight""",War
"""Activist Thunberg protests against Ukraine invasion outside Russian embassy in Stockholm""",War
"""Russia banned from Eurovision song contest over invasion of Ukraine""",War
"""Russian rapper Oxxxymiron cancels gigs as he takes stand against Ukraine invasion""",War
"""CBS News’ Holly Williams On The “Surreal” Experience Of Reporting On The Front Lines Of Ukraine""",War
"""B.C. Liquor stores pulling Russian liquor, beer in support of Ukraine""",War
"""Why a military offensive against Ukraine was always Russia’s Plan B""",War
"""Crowds gather at BC legislature to show support for Ukraine (BC)""",War
"""Putin urges Ukraine’s army to stage coup against country’s ‘neo-Nazi’ leaders""",War
"""Russia Ukraine War: International Chess Federation strip Russia of Olympiad, FIDE Congress""",War
"""How the video game industry is aiding Ukraine""",War
"""Ashton Kutcher ‘stands with’ wife Mila Kunis’ native Ukraine amid Russian invasion""",War
"""Canadian Press NewsAlert: Canada to match donations to Red Cross for Ukraine""",War
"""Putin asks Ukraine's army to topple govt as Russian troops close in on Kyiv | Top Points""",War
"""Russia, Ukraine war: Faith leader says 'human life more sacred than land or resources'""",War
"""CFB Trenton airlifts military equipment to Ukraine""",War
"""Russia Has Now Been Booted From Eurovision For Invading Ukraine - BuzzFeed News""",War
"""Amid Russia-Ukraine war, users flood Twitter with memes to criticise Nato for inaction""",War
"""Russia limits access to Facebook amid fallout over war in Ukraine""",War
"""Russia-Ukraine crisis: Volodymyr Zelensky says he's target number 1""",War
"""Russia Ukraine War: IOC urges sports bodies to cancel events in Russia, Belarus""",War
"""Russia banned from Eurovision after invasion of Ukraine - The Independent""",War
"""Moldovan tanker hit by missile in Ukraine""",War
"""Ukraine: how the Russian invasion could derail the fragile world economy""",War
"""Healthcare leads a rally in S&P 500 amid hopes of Russia - Ukraine talks""",War
"""Pakistan urges restraint on Russia-Ukraine after PMs visit to Moscow""",War
"""‘If Kyiv Falls, We Keep Hacking Putin’: On The Cyber Frontline In Ukraine""",War
"""Europe Braces For Refugees As Russia Attacks Ukraine's Capital""",War
"""Ceasefire urged as group says three children killed during Russian attack on Ukraine""",War
"""Stocks rise after Ukraine panic, oil back below $100""",War
"""Canada to match donations to Red Cross for Ukraine""",War
"""Russia facing more resistance than it expected in Ukraine- U.S. official""",War
"""Russia kicked out of Eurovision after Ukraine invasion - Sky News""",War
"""Russian vigilante hacker: 'I want to help beat Ukraine from my computer'""",War
"""Delta cuts Aeroflot ties as fallout from Russia's invasion of Ukraine spreads in air travel""",War
"""Rep. Gallagher on 'America's Newsroom': US must help make Ukraine war a 'painful slog' for Putin""",War
"""Ukraine says Belarusian hackers are targeting its defense forces""",War
"""TikTok user’s millennial interpretation of Ukraine-Russia conflict goes viral""",War
"""Russian scientists condemn Ukraine invasion as international projects and meetings thrown into doubt""",War
"""Ukraine: Russian forces open new advance route""",War
"""Russia excluded from Eurovision Song Contest following Ukraine invasion""",War
"""Ukraine invasion: Many of the country's defence forces are young, inexperienced, and mystified by events""",War
"""Swamped by state media, Russians near Ukraine toe the line""",War
"""U.S. space partnerships with Russia face 'greatest challenge' with Ukraine invasion, executive says""",War
"""Ukraine: Abramovich’s daughter posts anti-Putin message""",War
"""Russia banned from Eurovision song contest amid Ukraine crisis""",War
"""Ukraine's capital under threat as Russia presses invasion (World)""",War
"""Ukraine-Russia: Ukrainians voice outrage in second day of protest outside Russian consulate""",War
"""Meghan Markle news latest – Prince Harry & Duchess mocked for breaking silence on Ukraine with ‘breathtaking arrogance’""",War
"""Russia facing more resistance than it expected in Ukraine- U.S. official""",War
"""China says it 'supports' Russia amid Ukraine invasion, backs Putin's claim he's ready for negotiations""",War
"""LCBO should stop selling Russian vodka over Ukraine invasion, Liberals say""",War
"""Ukraine-Russia conflict: Border guards tell Russian military to 'go f**k yourself' before dying while defending 'Snake' island""",War
"""Torontonians Took Over Nathan Phillips Square & The City Lit Up For Ukraine (PHOTOS)""",War
"""Canada to match donations to Red Cross for Ukraine (Canada)""",War
"""Monuments around the world are lighting up in blue and yellow in support of Ukraine""",War
"""Russia booted out of Eurovision 2022 after Ukraine invasion""",War
"""Russia banned from Eurovision 2022 amid outrage from several countries following Ukraine invasion""",War
"""Russian Foreign Minister uses bizarre Irish excuse to justify Ukraine invasion""",War
"""Important Cincinnati sister city in Ukraine under assault""",War
"""Ukraine footballer ready to risk career to fight war vs Russia despite never loading a gun""",War
"""Ukraine: Another Failed NATO Adventure""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""Wembley Arch could be lit up in blue and yellow at Chelsea vs Liverpool Carabao Cup final in show of support for Ukraine""",War
"""Ontario Liberal leader asks LCBO to pull Russian products over Ukraine invasion""",War
"""Ontario Liberal leader asks LCBO to pull Russian products over Ukraine invasion""",War
"""Russia fired on foreign ships near Black Sea port - Ukraine&#039;s ministry""",War
"""How the Russian invasion of Ukraine unfolded""",War
"""Ceasefire urged as group says three children killed during Russian attack on Ukraine""",War
"""Ceasefire urged as group says three children killed during Russian attack on Ukraine""",War
"""Ukraine international Oleksandr Zinchenko ‘ready to play’ for Man City at Everton""",War
"""PH among 'biggest losers' in Ukraine war""",War
"""Meghan Markle and Prince Harry release statement on Ukraine""",War
"""Ukraine crisis worries Lebanon over its wheat reserves""",War
"""Ukraine crisis worries Lebanon over its wheat reserves""",War
"""Ukraine crisis worries Lebanon over its wheat reserves""",War
"""Ceasefire urged as group says three children killed during Russian attack on Ukraine""",War
"""Ceasefire urged as group says three children killed during Russian attack on Ukraine""",War
"""Ukraine-Russia conflict: From sunflower oil to beer, what consumer goods could get costlier - CNBCTV18""",War
"""Stocks up, fear down on Wall Street despite Ukraine invasion""",War
"""State Department issues new travel advisory for Ukraine""",War
"""Eurovision 2022: Dutch broadcaster urges EBU to ban Russia from competing over Ukraine invasion""",War
"""Ukraine crisis: UK clampdown on Russian owners of luxury London property in wake of invasion""",War
"""Russia excluded from Eurovision Song Contest following Ukraine invasion""",War
"""Modi talks with Putin on Ukraine invasion""",War
"""Talking point: Football's gestures of support to Ukraine undermined by its rotten industry""",War
"""Actor Sean Penn in Ukraine's capital city as Russia presses its invasion""",War
"""China to evacuate nationals in Ukraine""",War
"""EXPLAINER: What does Ukraine invasion mean for energy bills?""",War
"""Euro zone to review fiscal stance due to war in Ukraine-Eurogroup head""",War
"""Russia's invasion of Ukraine may cause havoc for wheat-importing Mideast nations""",War
"""Chernobyl Radiation Levels Rose After Russia’s Seizure, Ukraine Says""",War
"""Covid-19 Stalks The Battlefields Of Ukraine""",War
"""BA owner IAG reports €3.5bn loss as it monitors Ukraine developments""",War
"""115 from Bengaluru stranded in Ukraine""",War
"""Asian markets track WS rally amid Ukraine tension""",War
"""IMF chief warns of risk from Ukraine war""",War
"""Cruz says Russia is invading Ukraine because of Biden's ""enormous"" mistakes""",War
"""Ukraine crisis challenges oil industry caution""",War
"""'Ukraine war to make more Yemenis hungry'""",War
"""Live updates: Moscow says outlook unclear for Ukraine talks""",War
"""African Union slams Russian invasion of Ukraine""",War
"""Live updates: Moscow says outlook unclear for Ukraine talks""",War
"""Ted Cruz says Russia is invading Ukraine because of Biden's ""enormous"" mistakes - CBS News""",War
"""Russia Ukraine War: Key inflation gauge hit 6.1% in January, highest since 1982""",War
"""Crude Oil Hits $105pb After Russia Invades Ukraine""",War
"""Roman Abramovich: Net worth, where he lives and how Chelsea could be affected by Ukraine invasion""",War
"""Ukraine Crisis Could Send Gasoline Prices To $4""",War
"""Live updates: Moscow says outlook unclear for Ukraine talks""",War
"""Live updates: Moscow says outlook unclear for Ukraine talks""",War
"""Russia Ukraine Live Blog - TSN""",War
"""Topple govt of 'terrorists, drug-addicts' in Kyiv: Putin's war pitch to Ukraine army""",War
"""Too late for some as Ukraine IT firms agonised over relocating""",War
"""Ukraine: what Russia has learned about western responses from its past military manoeuvres""",War
"""Russian state media denies its military attacked Kyiv and even claims Ukraine shot down its own plane there""",War
"""India evacuates 470 students from Ukraine""",War
"""Too late for some as Ukraine IT firms agonised over relocating""",War
"""Andriy Yarmolenko ‘given time off’ by West Ham as Man City and Everton rally around Ukraine-born stars Oleksandr Zinchenko and Vitalii Mykolenko amid Russian invasion of home nation""",War
"""India evacuates 470 students from Ukraine - The Hindu""",War
"""Bitcoin donations pour in to Ukraine military amid Russia invasion""",War
"""Putin falsely describes Ukraine's government as a 'band of drug addicts and neo-Nazis' in latest propaganda blitz as Russian troops fight to take Kyiv""",War
"""Ontario Liberals call for LCBO to drop Russian Vodka from shelves over Ukraine invasion - CP24 Toronto's Breaking News""",War
"""Biden joins emergency NATO session on Russia's Ukraine invasion""",War
"""Ukraine crisis could push UK energy bills above £3,000 for millions, expert warns""",War
"""Ontario banning Russian products from LCBO shelves over Ukraine invasion""",War
"""Ukraine crisis: Kyiv experiencing ‘horrific’ rocket strikes not seen since Nazi attacks in 1941, Ukrainian foreign minister says""",War
"""Actor Sean Penn in Ukraine's capital city as Russia presses its invasion""",War
"""Prince Harry and Meghan Markle Say They 'Stand With the People of Ukraine'""",War
"""Helix venue in Dublin cancels Royal Moscow Ballet performance to show solidarity with Ukraine""",War
"""Parents of children stranded in Ukraine on edge""",War
"""Here's how Russia's war on Ukraine could unfold, according to experts""",War
"""Russia Ukraine War: Pakistan FM Shah Mahmood Qureshi justifies PM Imran Khan's Russia visit""",War
"""Russia’s richest lost billions in Ukraine invasion""",War
"""Odisha prepares list of over 300 medical students stranded in Ukraine""",War
"""Ukraine fallout: Anonymous launches cyberattack against Russia""",War
"""‘The Simpsons’ showrunner responds after claims episode “predicted” Russia-Ukraine conflict""",War
"""Tech companies mobilise plans to help employees in Ukraine""",War
"""In Photos: Anti-War Protesters Around The World Rally In Support Of Ukraine""",War
"""Honesty, reassurance: How to talk to kids about Ukraine""",War
"""Ukraine sees radiation spike in Chernobyl after Russia attack""",War
"""CM appeals to Centre to ensure safe return of students from Ukraine""",War
"""Canadian gas prices to spike as Ukraine conflict prompts oil market chaos - CBC News""",War
"""Ukraine: TV Channels Now Showing Back-To-Back News Coverage, Turning Off Commercial Advertising""",War
"""Vancouver City Hall and Burrard Street Bridge light up in support of war-stricken Ukraine (PHOTOS)""",War
"""Ukraine's President Zelensky Says He's Russia's 'No. 1 Target' In The Attack On Kyiv""",War
"""In pictures: War in Europe as Russia invades Ukraine""",War
"""Ukraine invasion: Russian forces have mobile crematorium that can 'evaporate' soldiers killed in attacks""",War
"""Putin’s Ukraine Invasion Makes Poland The Linchpin Of U.S. Military Plans In Europe""",War
"""Ukraine-bound students from January intake cancel admissions amidst war""",War
"""Stay bold and wait till help reaches you, Naidu advises Telugu students stranded in Ukraine""",War
"""Ukraine's foreign minister accuses Russia of 'war crimes' with attacks on school, orphanage""",War
"""Dow, S&amp;P 500 open higher as market monitors Ukraine news""",War
"""Ready to hold 'high-level negotiations' with Ukraine, Putin tells Xi""",War
"""India incapable of airlifting our people from Ukraine: Cong.""",War
"""Oscar-Nominated Producer Alexander Rodnyansky on Russian Invasion of Ukraine: ‘There Are No Excuses For War’""",War
"""War puts coffee exports to Ukraine in jeopardy: Coffee Board""",War
"""Crypto community rallies with Ukraine as local NFT artists' works sell out""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Fear eases in markets, even as Ukraine invasion continues""",War
"""Vodafone UK and Sipgate Introduce Free Calls to Ukraine""",War
"""NHL star Alex Ovechkin kept from media following Russia's invasion of Ukraine""",War
"""Putin calls on Ukraine army to remove leadership in Kyiv""",War
"""‘Where’s daddy?’ Men torn from families at Ukraine border as many try to flee invasion""",War
"""Arnold Schwarzenegger, Miley Cyrus And More Stars React To Russian Invasion Of Ukraine""",War
"""Prayers offered at Agra mosque for safe return of Indian students stuck in Ukraine""",War
"""AnnaLynne McCord Receives Backlash After Reading ‘I’m Sorry That I Was Not Your Mother’ Poem To Vladimir Putin On Social Media Amid Ukraine Invasion""",War
"""Red Cross sets up international aid supply network for Ukraine""",War
"""The Weeknd pauses planned announcement amid Russia-Ukraine conflict""",War
"""Daniil Medvedev Wants to ‘Promote Peace’ Regarding Russia-Ukraine Crisis""",War
"""Russia-Ukraine War: Airlines shift focus to Russia after closure of Ukrainian airspace""",War
"""Ukraine’s city of Lviv introduces curfew – Ifax""",War
"""IMA seeks PM’s intervention over stranded medicos in Ukraine""",War
"""Ukraine Foreign Minister Furious As Germany Refuses To Ban Russia From SWIFT""",War
"""Kremlin says Russia agrees to talks with Ukraine""",War
"""Louis C.K. not performing in Ukraine amid Russian invasion and war""",War
"""Fact Check: Heartbreaking photo of injured child from Syrian war shared as victim of Russia-Ukraine conflict""",War
"""Bitcoin whales fuel BTC price comeback as stocks brush off Russia-Ukraine shocks""",War
"""'Correction of history’: Syrian President Bashar Al-Assad on Russia’s Ukraine invasion""",War
"""Ukraine refugees: how displacement could impact farms and families in the UK""",War
"""Mortgage rates fall amid geopolitical uncertainty. How the Russia-Ukraine crisis could impact home buyers --- and interest rates - MarketWatch""",War
"""Ukraine international Oleksandr Zinchenko ‘ready to play’ for Man City at Everton""",War
"""'I try to stay positive': Spouses of soldiers deployed to Poland react to Russia-Ukraine crisis""",War
"""'I try to stay positive': Spouses of soldiers deployed to Poland react to Russia-Ukraine crisis""",War
"""'I try to stay positive': Spouses of soldiers deployed to Poland react to Russia-Ukraine crisis""",War
"""Russia-Ukraine War: Taiwan to join 'democratic countries' in sanctions on Russia""",War
"""Manchester United drop Russian airline Aeroflot's sponsorship rights amid Ukraine crisis""",War
"""Iceland and Estonia join calls for Russia Eurovision ban after Ukraine invasion""",War
"""Andriy Yarmolenko granted time off from West Ham during war in Ukraine""",War
"""Battle for Kyiv: Ukraine arms residents with machine guns""",War
"""Lush closes Ukraine stores as invasion takes hold""",War
"""Flow of Russian gas through Ukraine soars despite invasion - Telegraph.co.uk""",War
"""ECB ready to do what is needed in face of Ukraine invasion, Lagarde says""",War
"""‘Hands off Ukraine, we want peace not war’ say Ukrainian nationals outside Russian Consulate in Cape Town""",War
"""Shock as BBC reporter sees family home in Ukraine has been partially destroyed during report: ‘I just can’t link in my head what I am actually seeing’""",War
"""Taliban calls on Russia and Ukraine to ‘resolve crisis through peaceful means’""",War
"""War puts coffee exports to Ukraine in jeopardy: Coffee Board""",War
"""Energy bills set to rise and petrol could reach £1.70 per litre amid Ukraine invasion""",War
"""Putin reveals his true motives by telling Ukraine army to remove Kyiv leadership""",War
"""With Russian forces approaching, Ukraine Cricket CEO hopes peace returns soon""",War
"""ICU newborns moved into makeshift bomb shelter inside Ukraine children’s hospital as missiles rain down""",War
"""The Simpsons showrunner Al Jean responds to viewers saying episode predicted Russia-Ukraine crisis""",War
"""The Russian Invasion of Ukraine and DJ Akademics on Misinformation""",War
"""Ukraine considers talks with Russian delegation""",War
"""Moldovan chemical tanker hit by missile off coast of Ukraine""",War
"""‘You need to get out of there': American basketball players struggle to flee Ukraine - Yahoo Sports""",War
"""Good Morning Britain reporters make ‘tough call’ to leave Kyiv and head to safety south of Ukraine to avoid Russian forces""",War
"""Putin’s goal in Ukraine is a swift win and a pro-Moscow buffer state: analysts""",War
"""Peta Murgatroyd pleads for Maksim Chmerkovskiy’s return after Russian invasion of Ukraine: ‘Please pray’""",War
"""Peta Murgatroyd pleads for Maksim Chmerkovskiy’s return after Russian invasion of Ukraine: ‘Please pray’ - Fox News""",War
"""Joy Behar Sparks Backlash After ‘The View’ Host Complains About Russia-Ukraine War’s Impact On Vacation Plans""",War
"""West Ham's Yarmolenko given time off over Ukraine crisis""",War
"""Venezuela blames U.S., NATO for Ukraine conflict""",War
"""EU will accept all people fleeing the violence in Ukraine, Germany says""",War
"""Russia-Ukraine war throws out Elon Musk from coveted $200 bn club""",War
"""IAF's fleet of C-17 and IL-76 transport aircrafts on stand by for evacuating Indian citizens from Ukraine""",War
"""Pep Guardiola: 'Oleksandr Zinchenko ready to play' despite Russian invasion in Ukraine""",War
"""Maksim Chmerkovskiy of 'Dancing With the Stars' shares videos from Ukraine amid invasion""",War
"""Ukraine-Russia crisis: Why is Edinburgh twinned with Ukraine capital city Kyiv?""",War
"""43 students from North Karnataka stranded in Ukraine""",War
"""West’s sanctions misaligned with urgency of Ukraine crisis, expert warns""",War
"""How Rangers copied Sheffield Utd tactic, why Celtic prioritised Hibs, Scotland v Ukraine latest - Scotsman Football Show""",War
"""Taliban urges restraint in Ukraine, 6 months after it took over Afghanistan by force""",War
"""MPs ‘weekending whilst Ukraine burns’ by hitting Russia with sanctions next week""",War
"""Prince Harry, Meghan Markle under fire over Ukraine message""",War
"""Sub-Zero Temperature, Indian Students In Ukraine Down To Fruits, Biscuits - NDTV""",War
"""Ukraine's former president took up a rifle to fight alongside civilians as Russian forces entered Kyiv""",War
"""Stocks jump, oil slips as investors eye Russia Ukraine latest - Fox Business""",War
"""Ukraine's President Calls On Putin To Begin Peace Negotiations""",War
"""Comedian Louis CK scheduled for shows in Ukraine despite Russian invasion""",War
"""Chief Keef Responds After Twitter Users Nominate Him For Russia-Ukraine War""",War
"""All parties must exercise maximum restraint: Sri Lanka on Russia-Ukraine crisis""",War
"""US stocks inch higher on reports Russia is open to talks with Ukraine""",War
"""Russia-Ukraine crisis: ""Oligarch tax should be introduced to tackle energy crisis and stop Putin's cronies"", says Ed Davey""",War
"""Sean Penn in Ukraine filming documentary on Russian invasion""",War
"""Ukraine: 'I'm surprised the oil price hasn't hit US$130 a barrel yet' – energy trading expert Q&A""",War
"""Video shows horrific moment tank crosses road to run over motorist in Ukraine""",War
"""'Stuck in bunker; No food': Indian students appeal for evacuation from Ukraine - Hindustan Times""",War
"""Ukraine Officials Warn Chernobyl Radiation Levels 'Exceeded'""",War
"""Champions League final moved to Paris from St Petersburg after Russian invasion of Ukraine - Sky Sports""",War
"""Ukraine: Russia bans British airlines from airspace""",War
"""Pope visits Russian embassy over Ukraine""",War
"""Patreon suspends the ‘Come Back Alive’ account, a military funding channel for Ukraine in the midst of the war against Russia""",War
"""John Cena slammed for using Ukraine war to promote ‘Peacekeeper’ series""",War
"""Ukraine says its military is being targeted by Belarusian hackers""",War
"""Ukraine blackout warning: Power to be CUT in DAYS amid Russia invasion: ‘Must act fast!'""",War
"""No major impact on gas prices in Kamloops, Okanagan due to invasion of Ukraine, yet""",War
"""Zelensky asks Europeans with ‘combat experience’ to fight for Ukraine""",War
"""Activist Thunberg protests against Ukraine invasion outside Russian embassy in Stockholm""",War
"""How The War In Ukraine Could Hurt The U.S. Economy""",War
"""How The War In Ukraine Could Hurt The U.S. Economy""",War
"""Russia-Ukraine invasion LIVE: Fears Kyiv could fall in HOURS as Putin ‘unleashes Chechen special forces with kill lists’""",War
"""Stranded in Ukraine&#039;s bunkers, thousands of Indian students desperate for rescue""",War
"""Apple Pay to halt support for Russian banks sanctioned on war in Ukraine""",War
"""Stranded in Ukraine's bunkers, thousands of Indian students desperate for rescue""",War
"""Russia's Ukraine invasion 'justified': Myanmar junta""",War
"""Russia willing to hold talks with Ukraine, Putin tells Xi""",War
"""Departing from protocol, pope goes to Russian embassy over Ukraine""",War
"""Russia willing to hold high-level talks with Ukraine: China""",War
"""Son of NBA Hall of Famer John Stockton, other American basketball players flee Ukraine amid Russian invasion""",War
"""Russia bans UK flights amid fallout from Vladimir Putin’s war in Ukraine""",War
"""​Ashton Kutcher Says He ‘Stands With’ Wife Mila Kunis’ Native Ukraine Amidst Russian Attacks - HollywoodLife""",War
"""World leaders slap sanctions on the Kremlin over Ukraine invasion""",War
"""Key U.S. senator backs more than $10 billion to handle Ukraine crisis""",War
"""Ukraine says its military is being targeted by Belarusian hackers""",War
"""Stocks look to extend gains as investors focus on Ukraine""",War
"""‘You’re on your own’: African students stuck in Ukraine seek refuge or escape route""",War
"""Ukraine urges Kyiv residents to 'make Molotov cocktails' as Russia advances and even shows people how to make them""",War
"""Key U.S. senator backs more than $10 billion to handle Ukraine crisis""",War
"""Ukraine update: U.S. unveils more sanctions as Russia sends troops into Kyiv, Kharkiv""",War
"""Man Utd End Aeroflot Sponsorship Deal After Ukraine Invasion""",War
"""Departing from protocol, pope goes to Russian embassy over Ukraine""",War
"""Coveney rejects Lavrov example after he cites Ireland while discussing Ukraine invasion""",War
"""BREAKING: Russia to open talks with Ukraine""",War
"""Prince Harry, Meghan Markle ‘stand with the people of Ukraine’ amid invasion""",War
"""US stock futures lower, oil below $100 as Russia-Ukraine war intensifies""",War
"""EU agrees to freeze assets linked to Putin, Pope visits Russian embassy in Rome: Russia-Ukraine war - 10 points""",War
"""Prince Harry, Meghan Markle 'stand with the people of Ukraine' amid invasion - Page Six""",War
"""Ukraine says its military is being targeted by Belarusian hackers""",War
"""Dilemma of Indian students stranded in east Ukraine: How to travel for 18 hours for evacuation?""",War
"""Ukraine using British NLAW anti-tank missiles to destroy Russian armour""",War
"""Activist Thunberg protests against Ukraine invasion outside Russian embassy in Stockholm""",War
"""Arma 3 clips masquerading as footage of the Russian invasion of Ukraine amassed more than 110,000 views before being removed""",War
"""Russia-Ukraine war live updates: Ukrainian citizens take up arms""",War
"""How Democratic presidents Clinton, Obama, and Biden caused the crisis in Ukraine""",War
"""Ukraine updates, Day Two: Kyiv teeters, Ukraine capital under Russian assault""",War
"""News From Ukraine Is Unfolding in Fragments Over Social Media""",War
"""Ukraine Crisis Sends Gas Prices Skyrocketing In Europe""",War
"""Ukraine soldiers battle Russian troops in capital""",War
"""Putin tells China’s Xi that Russia is ready to talk with Ukraine – Kremlin""",War
"""Peta Murgatroyd Asks for Prayers for Husband Maksim Chmerkovskiy Amid Russia's Invasion of Ukraine""",War
"""Mission evacuation: Government&#39;s plan to evacuate Indian nationals, students stranded in Ukraine""",War
"""South Korean embassy in Ukraine urges remaining citizens to prepare for emergency""",War
"""Letter: The U.S. has no business in the Ukraine""",War
"""BJP govt not capable of safely evacuating Indians from Ukraine: Congress""",War
"""Ukraine capital girds for Russian assault""",War
"""Futures Movers: Oil edges lower as traders monitor Russia invasion of Ukraine""",War
"""Evacuation of Indians from Ukraine: what has been done so far?""",War
"""Russia-Ukraine crisis to further hamper coal supply to CPPs, industries: ICPPA""",War
"""Klitschko brothers, former heavyweight boxing champions, urge countries to support Ukraine - Guardian News""",War
"""Sean Penn in Ukraine filming documentary on Russian invasion""",War
"""Stocks Poised to Rise After Russia Agrees to Talks With Ukraine - The Wall Street Journal""",War
"""PM talks with Ukraine’s Zelensky, again refrains from condemning Russia in statement""",War
"""Sport-Russia stripped of major events as invasion of Ukraine intensifies""",War
"""A realist snapshot on Ukraine, By Femi Mimiko""",War
"""Market Pulse: Dow futures up over 150 points amid reports that Russia agrees to talks with Ukraine""",War
"""Top news of the day: Russian troops enter Kyiv; Air India to evacuate Indians who reached Romania from Ukraine, and more""",War
"""Gasly urges support for Ukraine as drivers praise decision to cancel Russian GP | 2022 F1 season""",War
"""Formula 1 cancels Russian Grand Prix amid Ukraine crisis""",War
"""Russia-Ukraine conflict: FM says India's development challenged""",War
"""Ukraine: My family, people in danger, Shevchenko cries out""",War
"""Russia-Ukraine war LIVE updates: Kyiv under heavy missile attack as Russian troops move towards Ukraine’s capital; Refugees flee to Romania""",War
"""Russia-Ukraine war LIVE updates: Kyiv under heavy missile attack as Russian troops move towards Ukraine’s capital; Refugees flee to Romania""",War
"""Russian invasion of Ukraine and resulting US sanctions threaten the future of the International Space Station""",War
"""India's development challenged as world peace threatened: FM on Ukraine war""",War
"""Americans are being evacuated from war-torn Ukraine as Russia eyes Kyiv""",War
"""Ukraine crisis: as US seeks to punish Russia, Middle East allies offer tepid support""",War
"""Russia Ukraine War: Formula 1 cancels Russian Grand Prix amid Ukraine crisis""",War
"""Russian Formula One Race Canceled Following Ukraine Invasion""",War
"""F1 race, Champions League final pulled from Russia after Ukraine invasion""",War
"""Former acting CIA director on Russian invasion of Ukraine""",War
"""Stock market news live updates: Stock futures rise as investors monitor Russia's attacks in Ukraine""",War
"""Brazil to vote for resolution condemning Russian invasion of Ukraine -sources""",War
"""Meghan Markle and Prince Harry condemn Russian invasion: ‘We stand with the people of Ukraine’""",War
"""No direct impact of Russia-Ukraine crisis on India""",War
"""Russia stripped of major events as invasion of Ukraine intensifies""",War
"""Tell your wards in Ukraine to carry Indian flag and move in groups, Chittoor police tell parents""",War
"""Russia closes in on Ukraine's capital""",War
"""Ukraine calls on hacker underground to defend against Russia""",War
"""Ukraine says more than 1,000 Russian soldiers killed so far""",War
"""Ukraine's military is outgunned but can still inflict a great deal of pain on Russian forces""",War
"""Auto parts maker Aptiv recently shifted high-volume production from Ukraine -CEO""",War
"""Formula One cancels Russian GP over invasion of Ukraine""",War
"""Brazil to vote for resolution condemning Russian invasion of Ukraine -sources""",War
"""MEA sets up camp offices in Lviv, Chernivtsi towns to facilitate transit of Indians from Ukraine""",War
"""Indian Embassy In Ukraine Issues New Advisory For Indian Citizens Stuck In Ukraine""",War
"""40 Indian students in Ukraine cover 8 km on foot to reach Poland border""",War
"""WATCH: The latest videos from the Russia-Ukraine Conflict""",War
"""The Margin: Putin’s war in Ukraine ‘should concern every person on Earth’: Why political observers say the Russian invasion may foretell an era of global disorder""",War
"""Men told to stay as people flee Ukraine""",War
"""Boxing champs Klitschkos and Usyk speak out from Ukraine""",War
"""Putin tells Xi that Russia willing to hold high-level talks with Ukraine, China says""",War
"""Man United end sponsorship deal with Russian airline after invasion of Ukraine""",War
"""Russia ready for talks ’if Ukraine lays down arms’""",War
"""UEFA removes Champions League final, other games from Russia and Ukraine""",War
"""Actor Sean Penn in Ukraine filming documentary about Russian invasion""",War
"""Negotiate with Ukraine, China’s Xi Jinping urges Russia’s Vladimir Putin""",War
"""Europe's Russian gas dependency: Exports via Ukraine jumped Thursday - Business Insider""",War
"""Manchester United manager Ralf Rangnick 'desperately sad' about Ukraine conflict - Manchester Evening News""",War
"""Russia govt 'ready for talks with Ukraine'""",War
"""Russian gas flows to Europe via Ukraine reportedly jumped nearly 40% on Thursday, underscoring the continent's dependence on Putin's energy""",War
"""AP govt issues helpline numbers, assures support in evacuation of students from Ukraine""",War
"""Formula One: Russian Grand Prix cancelled in wake of Ukraine crisis""",War
"""‘Go f— yourself’: Guards on Ukraine’s Snake Island take defiant last stand against Russian warship""",War
"""&quot;You&#039;re on your own&quot;: African students stuck in Ukraine seek refuge or escape route""",War
"""Gunfire, explosions reported in Kyiv as fighting erupts across Ukraine""",War
"""Putin Says He’s Ready for Talks With Ukraine After Xi Call""",War
"""Departing from protocol, pope goes to Russian embassy over Ukraine""",War
